doy,nino34_clim,tropics_clim
1,26.458683013916016,27.042124303181968
2,26.374489720662435,27.027659606933593
3,26.437606048583984,27.03881696065267
4,26.386145146687827,27.029520161946614
5,26.437255096435546,27.0360969543457
6,26.378663762410483,27.02366574605306
7,26.466514333089194,27.0440975189209
8,26.39312807718913,27.03083241780599
9,26.454740397135417,27.044453811645507
10,26.401579284667967,27.038402048746743
11,26.483250172932944,27.054538599650066
12,26.424340184529623,27.049600982666014
13,26.492343393961587,27.061441040039064
14,26.429678217569986,27.05257199605306
15,26.503623326619465,27.072787857055665
16,26.443879699707033,27.06367212931315
17,26.5184689839681,27.081869888305665
18,26.45231030782064,27.070476404825847
19,26.525850041707358,27.090446345011394
20,26.4712340037028,27.0816473642985
21,26.549326833089193,27.10256690979004
22,26.481657282511392,27.091282272338866
23,26.55041872660319,27.109931564331056
24,26.488622411092123,27.098972702026366
25,26.551979064941406,27.11488240559896
26,26.482579040527344,27.10474548339844
27,26.552967834472657,27.120016225179036
28,26.476447296142577,27.112309392293295
29,26.540589141845704,27.130668512980144
30,26.462269083658853,27.11664810180664
31,26.52669766743978,27.132783889770508
32,26.46649309794108,27.1262570699056
33,26.54859504699707,27.149420420328777
34,26.47777328491211,27.138419342041015
35,26.53849678039551,27.157959111531575
36,26.484930674235027,27.153864669799805
37,26.55158373514811,27.172288513183595
38,26.519826253255207,27.173165384928385
39,26.582958094278972,27.195233408610026
40,26.527760569254557,27.18910166422526
41,26.594173177083334,27.214936701456704
42,26.552268727620444,27.214682006835936
43,26.61995735168457,27.23368593851725
44,26.57936897277832,27.233659489949545
45,26.660503641764322,27.26119155883789
46,26.61930974324544,27.258333079020183
47,26.68424695332845,27.28182538350423
48,26.63141123453776,27.27732124328613
49,26.711660130818686,27.304872258504233
50,26.669364547729494,27.30496139526367
51,26.73393300374349,27.326604970296223
52,26.6928960164388,27.324603525797524
53,26.747449493408205,27.346402231852213
54,26.725787607828774,27.350177637736003
55,26.781335830688477,27.372421137491862
56,26.761707560221353,27.372321319580077
57,26.813003285725912,27.392000834147137
58,26.785665639241536,27.388479232788086
59,26.84190788269043,27.410959243774414
60,26.830271021525064,27.41414655049642
61,26.880503590901693,27.43401616414388
62,26.866076278686524,27.4333740234375
63,26.925243759155272,27.457862218221027
64,26.894794464111328,27.451850255330402
65,26.96546745300293,27.479600397745767
66,26.9494810740153,27.478534698486328
67,27.006165822347004,27.503165435791015
68,26.994602076212566,27.505041122436523
69,27.052744801839193,27.528399149576824
70,27.04432576497396,27.527813975016276
71,27.10512008666992,27.55504035949707
72,27.099743525187176,27.558627573649087
73,27.15220896402995,27.586217244466145
74,27.15999501546224,27.59102643330892
75,27.201110331217446,27.614415868123373
76,27.19799461364746,27.617140833536784
77,27.24804967244466,27.643923950195312
78,27.246250661214194,27.644707489013673
79,27.300050862630208,27.669187800089517
80,27.299838002522787,27.669722239176433
81,27.346398417154948,27.694211578369142
82,27.348354466756184,27.694017028808595
83,27.391385777791342,27.715473302205403
84,27.37796427408854,27.711239115397134
85,27.43276570638021,27.733834966023764
86,27.41869773864746,27.728438949584962
87,27.46842155456543,27.751329803466795
88,27.4690736134847,27.74886360168457
89,27.508807754516603,27.766984049479166
90,27.512197748819986,27.76119384765625
91,27.560351943969728,27.781061045328777
92,27.56924196879069,27.779195276896157
93,27.619738133748374,27.799111811319985
94,27.61969820658366,27.794648742675783
95,27.649435170491536,27.806462478637695
96,27.65177281697591,27.80277264912923
97,27.69802055358887,27.823835118611655
98,27.697943115234374,27.817720540364583
99,27.737520345052083,27.834517669677734
100,27.733241653442384,27.831549835205077
101,27.772615687052408,27.846752039591472
102,27.76010004679362,27.837496693929037
103,27.800624084472656,27.853658167521157
104,27.785097249348958,27.846316528320312
105,27.815920893351237,27.85920944213867
106,27.811915079752605,27.854172897338866
107,27.831374486287434,27.863441467285156
108,27.815024439493815,27.853110122680665
109,27.842297744750976,27.867896016438802
110,27.832387161254882,27.861240259806316
111,27.858045196533205,27.870090993245444
112,27.845050684611003,27.860615666707357
113,27.86999422709147,27.872102864583333
114,27.84766502380371,27.858304977416992
115,27.870765177408853,27.86691042582194
116,27.85127410888672,27.857636896769204
117,27.874185943603514,27.86444511413574
118,27.855526479085288,27.85400021870931
119,27.874510955810546,27.857001495361327
120,27.85767389933268,27.847011439005534
121,27.87440071105957,27.851332473754884
122,27.865818150838216,27.841651153564452
123,27.87391929626465,27.84267438252767
124,27.861306635538735,27.828648122151694
125,27.873038864135744,27.82986183166504
126,27.854459381103517,27.816535568237306
127,27.856907399495444,27.8157101949056
128,27.8434809366862,27.800792948404947
129,27.85661900838216,27.802172088623045
130,27.843092727661134,27.78283182779948
131,27.856642150878905,27.78313306172689
132,27.844427617390952,27.76891212463379
133,27.848806635538736,27.769133631388346
134,27.844906107584634,27.753466161092124
135,27.850854619344076,27.753626759847005
136,27.842644500732423,27.736953353881837
137,27.84177500406901,27.732644526163735
138,27.84444211324056,27.71974843343099
139,27.846707153320313,27.71721585591634
140,27.846986516316733,27.70197474161784
141,27.850741577148437,27.698397954305012
142,27.851054255167643,27.677582422892254
143,27.84936981201172,27.671900431315105
144,27.850206883748374,27.655480321248373
145,27.845086288452148,27.654580688476564
146,27.8384526570638,27.631721369425456
147,27.830818684895835,27.622150675455728
148,27.82745246887207,27.598115666707358
149,27.814266204833984,27.589982732137045
150,27.80823580423991,27.56455904642741
151,27.7954584757487,27.554737218221028
152,27.78760553995768,27.530437469482422
153,27.773672993977865,27.520207087198894
154,27.76715825398763,27.495283126831055
155,27.750362904866538,27.48165842692057
156,27.74719301859538,27.456843439737955
157,27.735466512044272,27.449131774902344
158,27.73581428527832,27.422243372599283
159,27.713198852539062,27.409988149007162
160,27.71417376200358,27.38428192138672
161,27.700886789957682,27.37200673421224
162,27.701353327433267,27.350490697224934
163,27.68581352233887,27.339799626668295
164,27.69528465270996,27.3174129486084
165,27.675417200724283,27.3044921875
166,27.677534993489584,27.282152048746745
167,27.663192367553712,27.26741320292155
168,27.661615753173827,27.244571431477866
169,27.6443421681722,27.234575271606445
170,27.643290328979493,27.212711588541666
171,27.620618438720705,27.198706181844077
172,27.612899525960287,27.174220657348634
173,27.589795303344726,27.165265401204426
174,27.592313512166342,27.14136136372884
175,27.566129684448242,27.130582809448242
176,27.562798690795898,27.108000055948892
177,27.53897933959961,27.094489034016927
178,27.535720189412434,27.07094357808431
179,27.50447832743327,27.061036427815754
180,27.50618705749512,27.039076614379884
181,27.477170562744142,27.02846539815267
182,27.47578659057617,27.006812540690103
183,27.44494234720866,26.995001856486002
184,27.439393361409504,26.97258046468099
185,27.409721883138022,26.962191899617512
186,27.402257029215495,26.940954971313477
187,27.376993815104168,26.933448028564452
188,27.36654790242513,26.90894660949707
189,27.34527842203776,26.90195236206055
190,27.3391908009847,26.880237833658853
191,27.317356236775716,26.872080485026043
192,27.313235473632812,26.852195485432944
193,27.286802927652996,26.843386077880858
194,27.283932240804038,26.822239685058594
195,27.25186208089193,26.814272435506187
196,27.243806584676108,26.794133122762045
197,27.21620407104492,26.78733507792155
198,27.21425437927246,26.769330978393555
199,27.183328755696614,26.76029421488444
200,27.185105005900066,26.74305928548177
201,27.155955251057943,26.738693618774413
202,27.159935506184897,26.718863423665365
203,27.127971140543618,26.7150515238444
204,27.125100708007814,26.701162592569986
205,27.093222045898436,26.695785268147787
206,27.094131724039713,26.680919011433918
207,27.05283978780111,26.6738707224528
208,27.06060905456543,26.6583740234375
209,27.02669334411621,26.655063120524087
210,27.031273523966473,26.64219716389974
211,27.001761881510415,26.637689971923827
212,27.00678596496582,26.62388496398926
213,26.9730889638265,26.622635142008463
214,26.980907694498697,26.61162872314453
215,26.945283126831054,26.608426793416342
216,26.95488993326823,26.597391510009764
217,26.915927759806316,26.596337000528973
218,26.928434626261392,26.588055165608726
219,26.893540318806966,26.580456034342447
220,26.906576665242515,26.57199897766113
221,26.868101119995117,26.568591944376628
222,26.879443359375,26.56483357747396
223,26.837554295857746,26.56316401163737
224,26.84357083638509,26.557287724812827
225,26.80866584777832,26.556254704793293
226,26.82496426900228,26.548276901245117
227,26.789835866292318,26.55313008626302
228,26.80509707132975,26.544621912638345
229,26.76268107096354,26.54429486592611
230,26.775726954142254,26.54311892191569
231,26.744237645467123,26.542764155069985
232,26.763499450683593,26.54001693725586
233,26.720979181925454,26.536845652262368
234,26.743916193644207,26.54134839375814
235,26.70570551554362,26.543526077270506
236,26.739102172851563,26.546454747517902
237,26.70472501118978,26.547090657552083
238,26.732563781738282,26.551611200968424
239,26.707207870483398,26.553812408447264
240,26.73297182718913,26.55874252319336
241,26.701490910847983,26.564437611897787
242,26.719164911905924,26.565125528971354
243,26.681312052408853,26.571243413289388
244,26.710403696695963,26.57549260457357
245,26.686578114827473,26.580548731486
246,26.705127970377603,26.581338119506835
247,26.665277099609376,26.58617769877116
248,26.694537989298503,26.590767415364585
249,26.651244608561196,26.591277186075846
250,26.672485224405925,26.593151092529297
251,26.625238037109376,26.5935489654541
252,26.65530382792155,26.598602040608725
253,26.616976038614908,26.599095153808594
254,26.63800951639811,26.602288055419923
255,26.612015151977538,26.606490071614584
256,26.63584836324056,26.613032404581705
257,26.602693430582683,26.616879018147788
258,26.63465627034505,26.621483484903973
259,26.61370569864909,26.63053805033366
260,26.640835444132488,26.63244692484538
261,26.603349939982095,26.640445709228516
262,26.640848668416343,26.647381083170572
263,26.607263056437173,26.653365707397462
264,26.641850916544595,26.66234753926595
265,26.606737518310545,26.66858418782552
266,26.64411735534668,26.681700388590496
267,26.601848602294922,26.683112080891927
268,26.62871004740397,26.694280497233073
269,26.604764048258463,26.704744974772137
270,26.627716064453125,26.709897613525392
271,26.580456034342447,26.714533869425455
272,26.617195638020835,26.724671173095704
273,26.59048843383789,26.734098815917967
274,26.61771240234375,26.73778877258301
275,26.57229118347168,26.74698486328125
276,26.621137619018555,26.760302861531574
277,26.585199864705405,26.764503224690756
278,26.623973083496093,26.77712910970052
279,26.593037160237632,26.783199564615884
280,26.640413157145183,26.79196128845215
281,26.60971145629883,26.802398681640625
282,26.654781850179038,26.81504669189453
283,26.618348821004233,26.81838188171387
284,26.65882657368978,26.828402709960937
285,26.617198181152343,26.83676414489746
286,26.67409388224284,26.847701517740884
287,26.624840545654298,26.853596115112303
288,26.656897989908853,26.86195119222005
289,26.609603373209634,26.868253453572592
290,26.660262044270834,26.877480697631835
291,26.627075322469075,26.884079615275066
292,26.661086146036784,26.896150716145833
293,26.632742818196615,26.89973742167155
294,26.660962549845376,26.911075846354166
295,26.627119064331055,26.917647806803384
296,26.65477689107259,26.920941162109376
297,26.63267822265625,26.931722005208332
298,26.67778752644857,26.943697230021158
299,26.63288968404134,26.945301946004232
300,26.691626739501952,26.956707000732422
301,26.653038279215494,26.959995778401694
302,26.709198252360025,26.97004089355469
303,26.661078898111978,26.968579864501955
304,26.714024098714194,26.978732299804687
305,26.686644999186196,26.987189865112306
306,26.718187204996745,26.992001088460288
307,26.678639221191407,26.992380396525064
308,26.717382685343424,27.00379295349121
309,26.688579050699868,27.002704874674478
310,26.728309377034506,27.013049697875978
311,26.709434509277344,27.020570119222004
312,26.748358154296874,27.023290379842123
313,26.70879872639974,27.02681630452474
314,26.75956611633301,27.034019215901694
315,26.719878514607746,27.03572858174642
316,26.766505432128906,27.046116002400716
317,26.703255971272785,27.045242182413737
318,26.762654113769532,27.05871607462565
319,26.710106658935548,27.057720184326172
320,26.72681147257487,27.060870615641274
321,26.692154947916666,27.064118067423504
322,26.739637502034505,27.07227923075358
323,26.68515535990397,27.07060089111328
324,26.71451187133789,27.079454549153645
325,26.664623260498047,27.075747299194337
326,26.68593546549479,27.076249440511067
327,26.638019561767578,27.078533299763997
328,26.686346181233723,27.082434972127277
329,26.62027702331543,27.080222829182944
330,26.647978337605796,27.08203061421712
331,26.591719818115234,27.079566319783527
332,26.64336051940918,27.082919565836587
333,26.598692830403646,27.081594467163086
334,26.645609410603843,27.088951873779298
335,26.60238571166992,27.082975896199546
336,26.62857945760091,27.0828493754069
337,26.569597880045574,27.08019676208496
338,26.63156712849935,27.08532460530599
339,26.57653834025065,27.078119150797527
340,26.62071851094564,27.0855099995931
341,26.557292175292968,27.075185139973957
342,26.587933858235676,27.076352055867513
343,26.53290990193685,27.072897084554036
344,26.587744394938152,27.077167256673178
345,26.525021362304688,27.073033142089844
346,26.57480303446452,27.075298690795897
347,26.531836827596027,27.071619669596355
348,26.56438725789388,27.072611490885418
349,26.49665781656901,27.06065254211426
350,26.546950658162434,27.068705240885418
351,26.484207153320312,27.061483764648436
352,26.548478190104166,27.0666197458903
353,26.47104403177897,27.05678799947103
354,26.521672693888345,27.062266794840493
355,26.467663447062176,27.055587768554688
356,26.51684290568034,27.066474278767902
357,26.440816752115886,27.05183334350586
358,26.48617108662923,27.054746627807617
359,26.427400080362954,27.046679814656574
360,26.484772872924804,27.050963083902996
361,26.401869837443034,27.037246322631837
362,26.450587463378906,27.041999181111652
363,26.398458989461265,27.035871760050455
364,26.46160011291504,27.045105107625325
365,26.3938658396403,27.029259618123373
